#[1] vessel name;[2] first node;[3] second node;[4] length [cm];[5] inlet radius [cm];[6] outlet radius [cm];[7] vessel type (1 artery, 0 vein);[8] vessel region;[9] perforator (1 yes, -1 no);[10] total resistance;[11] total compliance;[12] vascular territory;[13] first connection;[14] second connection;;[15] input vessels;[16] output vessels
P_dorsal_metacarpal_2_UCL13_T6_L_1965;1734;1833;0.413045623632;0.0235;0.0235;1;20;-1;-;-;-;-;-;;['A_radial_L_1837'];['A_dorsal_metacarpal_3_L_1933', 'P_dorsal_metacarpal_2_UCL13_T6_L_1966']
P_dorsal_metacarpal_2_UCL13_T6_L_1966;1833;1860;8.33262878473;0.0235;0.0235;1;20;1;12370588.7219353;5.831904e-09;2;507;508;;['P_dorsal_metacarpal_2_UCL13_T6_L_1965'];[]
A_dorsal_metacarpal_4_L_1967;1861;1797;1.98440673332;0.029;0.029;1;20;1;-;-;-;-;-;;['A_dorsal_carpal_network_1_L_1977'];['T_perforator_UCL13_T2_L_1912', 'A_dorsal_metacarpal_4_L_1968']
A_dorsal_metacarpal_4_L_1968;1797;1834;4.07647459709;0.029;0.029;1;20;1;-;-;-;-;-;;['A_dorsal_metacarpal_4_L_1967'];['P_dorsal_digital_II_2_UCL13_T8_L_1935', 'P_dorsal_digital_III_1_UCL13_T9_L_1936']
A_dorsal_metacarpal_5_L_1969;1862;1821;2.16828911991;0.029;0.029;1;20;1;-;-;-;-;-;;['A_dorsal_carpal_network_1_L_1976'];['T_perforator_UCL13_T3_L_1924', 'A_dorsal_metacarpal_5_L_1970']
A_dorsal_metacarpal_5_L_1970;1821;1837;3.97525140753;0.029;0.029;1;20;1;-;-;-;-;-;;['A_dorsal_metacarpal_5_L_1969'];['P_dorsal_digital_III_2_UCL13_T10_L_1937', 'P_dorsal_digital_IV_1_UCL13_T11_L_1938']
A_dorsal_metacarpal_6_L_1971;1863;1840;5.71200078679;0.029;0.029;1;20;1;-;-;-;-;-;;['A_dorsal_carpal_network_1_L_1975'];['P_dorsal_digital_V_1_UCL13_T13_L_1939', 'P_dorsal_digital_IV_2_UCL13_T12_L_1940']
A_dorsal_metacarpal_7_L_1972;1728;1799;1.25405599668;0.0235;0.0235;1;20;1;-;-;-;-;-;;['A_ulnar_dorsal_carpal_branch_L_1826'];['T_perforator_UCL13_T4_L_1913', 'A_dorsal_metacarpal_7_L_1973']
A_dorsal_metacarpal_7_L_1973;1799;1823;4.49950494878;0.0235;0.0235;1;20;1;-;-;-;-;-;;['A_dorsal_metacarpal_7_L_1972'];['P_dorsal_digital_V_2_UCL13_T14_L_1925']
A_dorsal_carpal_network_1_L_1974;1728;1753;0.563024297485;0.029;0.029;1;20;-1;-;-;-;-;-;;['A_ulnar_dorsal_carpal_branch_L_1826'];['A_dorsal_carpal_network_2_L_1870', 'A_dorsal_carpal_network_1_L_1975']
A_dorsal_carpal_network_1_L_1975;1753;1863;0.738184529041;0.029;0.029;1;20;-1;-;-;-;-;-;;['A_dorsal_carpal_network_1_L_1974'];['A_dorsal_metacarpal_6_L_1971', 'A_dorsal_carpal_network_1_L_1976']
A_dorsal_carpal_network_1_L_1976;1863;1862;0.853900600116;0.029;0.029;1;20;-1;-;-;-;-;-;;['A_dorsal_carpal_network_1_L_1975'];['A_dorsal_metacarpal_5_L_1969', 'A_dorsal_carpal_network_1_L_1977']
A_dorsal_carpal_network_1_L_1977;1862;1861;1.06469872114;0.029;0.029;1;20;-1;-;-;-;-;-;;['A_dorsal_carpal_network_1_L_1976'];['A_dorsal_metacarpal_4_L_1967', 'A_dorsal_carpal_network_1_L_1978']
A_dorsal_carpal_network_1_L_1978;1861;1754;0.757027474662;0.029;0.029;1;20;-1;-;-;-;-;-;;['A_dorsal_carpal_network_1_L_1977'];['A_radial_dorsal_carpal_branch_L_1931']
P_dorsal_metacarpal_1_UCL13_T5_L_1979;1732;1864;10.0014417933;0.0235;0.0235;1;20;1;12370588.7219353;5.831904e-09;2;507;508;;['A_radial_L_1835'];[]
T_proper_palmar_digital_II_2_UCL16_T7_L_1980;1849;1811;3.9255714836;0.0481;0.0481;1;20;1;-;-;-;-;-;;[];['T_perforator_UCL16_T4_L_1919', 'T_proper_palmar_digital_II_2_UCL16_T7_L_1981']
T_proper_palmar_digital_II_2_UCL16_T7_L_1981;1811;1865;3.64360589626;0.0481;0.0481;1;20;-1;2708310.76695852;2.663804e-08;7;504;505;;['T_proper_palmar_digital_II_2_UCL16_T7_L_1980'];[]
T_proper_palmar_digital_III_1_UCL16_T8_L_1982;1849;1809;3.2528853422;0.0443;0.0443;1;20;1;-;-;-;-;-;;[];['T_perforator_UCL16_T5_L_1918', 'T_proper_palmar_digital_III_1_UCL16_T8_L_1983']
T_proper_palmar_digital_III_1_UCL16_T8_L_1983;1809;1866;4.4028282448;0.0443;0.0443;1;20;-1;3466750.17972375;2.0810294e-08;7;504;505;;['T_proper_palmar_digital_III_1_UCL16_T8_L_1982'];[]
T_proper_palmar_digital_III_2_UCL16_T9_L_1984;1853;1867;7.4916304749;0.0443;0.0443;1;20;-1;3466750.17972375;2.0810294e-08;7;504;505;;[];[]
T_proper_palmar_digital_IV_1_UCL16_T10_L_1985;1853;1868;6.88832581932;0.0366;0.0366;1;20;-1;6147385.7947551;1.1735735e-08;7;504;505;;[];[]
T_proper_palmar_digital_IV_2_UCL16_T11_L_1986;1858;1869;7.61351751876;0.0366;0.0366;1;20;-1;6147385.7947551;1.1735735e-08;7;504;505;;['A_common_palmar_digital_2_L_1958'];[]
T_proper_palmar_digital_V_1_UCL16_T12_L_1987;1858;1870;5.54520154157;0.0329;0.0329;1;20;-1;8463422.69208853;8.524222e-09;7;504;505;;['A_common_palmar_digital_2_L_1958'];[]
A_palmar_carpal_network_L_1988;1752;1859;3.29289297146;0.0235;0.0235;1;20;-1;-;-;-;-;-;;['A_ulnar_palmar_carpal_branch_L_1867'];['A_deep_palmar_arch_L_1962']
A_radial_indicis_L_1989;1843;1817;1.86029237319;0.057;0.057;1;20;1;-;-;-;-;-;;['A_princeps_pollicis_L_1941'];['T_perforator_UCL14_T1_L_1922', 'A_radial_indicis_L_1990']
A_radial_indicis_L_1990;1817;1827;3.43815956023;0.057;0.057;1;20;-1;-;-;-;-;-;;['A_radial_indicis_L_1989'];['T_proper_palmar_digital_II_1_UCL14_T5_L_1927']
A_radial_superficial_palmar_branch_L_1991;1850;1731;4.51063083749;0.0637;0.0637;1;20;-1;-;-;-;-;-;;['A_common_palmar_digital_4_L_1950', 'A_superficial_palmar_arch_L_1995'];['A_radial_L_1835']
A_superficial_palmar_arch_L_1992;1740;1844;1.69612926845;0.1083;0.0936814777729;1;20;-1;-;-;-;-;-;;['A_ulnar_L_1852'];['T_proper_palmar_digital_V_2_UCL16_T13_L_1943', 'A_superficial_palmar_arch_L_1993']
A_superficial_palmar_arch_L_1993;1844;1857;1.19650656235;0.0936814777729;0.0833690811285;1;20;-1;-;-;-;-;-;;['A_superficial_palmar_arch_L_1992'];['A_common_palmar_digital_2_L_1956', 'A_superficial_palmar_arch_L_1994']
A_superficial_palmar_arch_L_1994;1857;1854;1.04017341891;0.0833690811285;0.0744040815102;1;20;-1;-;-;-;-;-;;['A_superficial_palmar_arch_L_1993'];['A_superficial_palmar_arch_L_1995']
A_superficial_palmar_arch_L_1995;1854;1850;1.24195220688;0.0744040815102;0.0637;1;20;-1;-;-;-;-;-;;['A_common_palmar_digital_3_L_1954', 'A_superficial_palmar_arch_L_1994'];['A_radial_superficial_palmar_branch_L_1991']
A_renal_anterior_branch_L_1996;1871;1872;0.545623672095;0.248193;0.248193;1;40;-1;-;-;-;-;-;;['A_inferior_segmental_L_2018', 'A_superior_segmental_L_2086'];['A_renal_anterior_branch_L_1997', 'T_perforator_ORG14_T29_L_2031']
A_renal_anterior_branch_L_1997;1872;1873;0.542359091679;0.248193;0.248193;1;40;-1;-;-;-;-;-;;['A_renal_anterior_branch_L_1996'];['A_renal_posterior_branch_L_2004']
A_renal_L_1998;790;1874;1.73466350446;0.27089;0.27089;1;40;-1;-;-;-;-;-;;['A_abdominal_aorta_C_831'];['A_renal_L_1999', 'T_renal_ureteric_branch_ORG14_T17_L_2009']
A_renal_L_1999;1874;1875;0.23138276153;0.27089;0.27089;1;40;-1;-;-;-;-;-;;['A_renal_L_1998'];['A_renal_L_2000', 'T_inferior_suprarenal_ORG16_T3_L_2368']
A_renal_L_2000;1875;1873;0.23422451632;0.27089;0.27089;1;40;-1;-;-;-;-;-;;['A_renal_L_1999'];['A_renal_posterior_branch_L_2004']
P_arcuate_14_ORG14_T5_L_2001;1876;1877;2.38546934088;0.01436;0.01436;1;40;1;22659714.2350496;3.183804e-09;52;201;-;;['A_inferior_segmental_L_2011'];[]
P_arcuate_6_ORG14_T11_L_2002;1878;1879;2.41019606695;0.01436;0.01436;1;40;1;22659714.2350496;3.183804e-09;52;201;-;;['A_interlobar_2_L_2068'];[]
P_arcuate_13_ORG14_T4_L_2003;1880;1881;1.20448410498;0.01436;0.01436;1;40;1;22659714.2350496;3.183804e-09;52;201;-;;[];[]
A_renal_posterior_branch_L_2004;1873;1882;0.357262988703;0.159319;0.159319;1;40;-1;-;-;-;-;-;;['A_renal_anterior_branch_L_1997', 'A_renal_L_2000'];['A_renal_posterior_branch_L_2005', 'T_perforator_ORG14_T18_L_2042']
A_renal_posterior_branch_L_2005;1882;1883;0.49566891689;0.159319;0.159319;1;40;-1;-;-;-;-;-;;['A_renal_posterior_branch_L_2004'];['A_renal_posterior_branch_L_2006', 'T_perforator_ORG14_T19_L_2041']
A_renal_posterior_branch_L_2006;1883;1884;0.477143638812;0.159319;0.159319;1;40;-1;-;-;-;-;-;;['A_renal_posterior_branch_L_2005'];['A_renal_posterior_branch_L_2007', 'T_perforator_ORG14_T20_L_2093']
A_renal_posterior_branch_L_2007;1884;1885;0.442411232384;0.159319;0.159319;1;40;-1;-;-;-;-;-;;['A_renal_posterior_branch_L_2006'];['A_renal_posterior_branch_L_2008', 'T_perforator_ORG14_T21_L_2039']
A_renal_posterior_branch_L_2008;1885;1886;0.463691466938;0.159319;0.159319;1;40;-1;-;-;-;-;-;;['A_renal_posterior_branch_L_2007'];['T_posterior_segmental_branch_1_ORG14_T15_L_2047', 'T_posterior_segmental_branch_2_ORG14_T16_L_2087']
T_renal_ureteric_branch_ORG14_T17_L_2009;1874;1887;2.78851962239;0.11663;0.11663;1;40;-1;42294.794722236;1.705743966e-06;52;201;-;;['A_renal_L_1998'];[]
A_inferior_segmental_L_2010;1880;1888;0.585798766343;0.192732;0.192732;1;40;-1;-;-;-;-;-;;[];['A_inferior_segmental_L_2011', 'T_perforator_ORG14_T48_L_2058']
A_inferior_segmental_L_2011;1888;1876;0.397522834382;0.192732;0.192732;1;40;1;-;-;-;-;-;;['A_inferior_segmental_L_2010'];['P_arcuate_14_ORG14_T5_L_2001', 'A_inferior_segmental_L_2012']
A_inferior_segmental_L_2012;1876;1889;0.649390709092;0.192732;0.192732;1;40;-1;-;-;-;-;-;;['A_inferior_segmental_L_2011'];['A_inferior_segmental_L_2013', 'A_interlobar_3_L_2073']
A_inferior_segmental_L_2013;1889;1890;0.459237513625;0.192732;0.192732;1;40;-1;-;-;-;-;-;;['A_inferior_segmental_L_2012'];['A_inferior_segmental_L_2014', 'T_perforator_ORG14_T46_L_2052']
A_inferior_segmental_L_2014;1890;1891;0.369335443378;0.192732;0.192732;1;40;-1;-;-;-;-;-;;['A_inferior_segmental_L_2013'];['A_inferior_segmental_L_2015', 'T_perforator_ORG14_T45_L_2046']
A_inferior_segmental_L_2015;1891;1892;0.558466365611;0.192732;0.192732;1;40;-1;-;-;-;-;-;;['A_inferior_segmental_L_2014'];['A_inferior_segmental_L_2016', 'A_anterior_inferior_segmental_L_2075']
A_inferior_segmental_L_2016;1892;1893;0.396296678841;0.192732;0.192732;1;40;-1;-;-;-;-;-;;['A_inferior_segmental_L_2015'];['A_inferior_segmental_L_2017', 'T_perforator_ORG14_T44_L_2045']
A_inferior_segmental_L_2017;1893;1894;0.323531410367;0.192732;0.192732;1;40;-1;-;-;-;-;-;;['A_inferior_segmental_L_2016'];['A_inferior_segmental_L_2018', 'T_perforator_ORG14_T43_L_2044']
A_inferior_segmental_L_2018;1894;1871;0.34802930949;0.192732;0.192732;1;40;-1;-;-;-;-;-;;['A_inferior_segmental_L_2017'];['A_renal_anterior_branch_L_1996']
T_perforator_ORG14_T41_L_2019;1895;1896;0.38896800076;0.02539;0.02539;1;40;1;4099488.24752977;1.7598316e-08;52;201;-;;['A_interlobar_2_L_2066'];[]
T_perforator_ORG14_T40_L_2020;1897;1898;0.604275591224;0.02539;0.02539;1;40;1;4099488.24752977;1.7598316e-08;52;201;-;;['A_interlobar_1_L_2064'];[]
T_perforator_ORG14_T39_L_2021;1899;1900;0.323707773601;0.02539;0.02539;1;40;1;4099488.24752977;1.7598316e-08;52;201;-;;['A_interlobar_1_L_2063'];[]
T_perforator_ORG14_T38_L_2022;1901;1902;0.228826918322;0.02539;0.02539;1;40;1;4099488.24752977;1.7598316e-08;52;201;-;;['A_anterior_superior_segmental_L_2071'];[]
T_perforator_ORG14_T37_L_2023;1903;1904;0.248255079101;0.02539;0.02539;1;40;1;4099488.24752977;1.7598316e-08;52;201;-;;['A_anterior_superior_segmental_L_2070'];[]
T_perforator_ORG14_T36_L_2024;1905;1906;0.268147916602;0.02539;0.02539;1;40;1;4099488.24752977;1.7598316e-08;52;201;-;;['A_anterior_superior_segmental_L_2069'];[]
T_perforator_ORG14_T35_L_2025;1907;1908;0.336223932737;0.02539;0.02539;1;40;1;4099488.24752977;1.7598316e-08;52;201;-;;['A_superior_segmental_L_2078'];[]
T_perforator_ORG14_T34_L_2026;1909;1910;0.293698086064;0.02539;0.02539;1;40;1;4099488.24752977;1.7598316e-08;52;201;-;;['A_superior_segmental_L_2080'];[]
T_perforator_ORG14_T33_L_2027;1911;1912;0.301316857935;0.02539;0.02539;1;40;1;4099488.24752977;1.7598316e-08;52;201;-;;['A_superior_segmental_L_2081'];[]
T_perforator_ORG14_T32_L_2028;1913;1914;0.359258850844;0.02539;0.02539;1;40;1;4099488.24752977;1.7598316e-08;52;201;-;;['A_superior_segmental_L_2082'];[]
T_perforator_ORG14_T31_L_2029;1915;1916;0.34649061916;0.02539;0.02539;1;40;1;4099488.24752977;1.7598316e-08;52;201;-;;['A_superior_segmental_L_2084'];[]
T_perforator_ORG14_T30_L_2030;1917;1918;0.356112869928;0.02539;0.02539;1;40;1;4099488.24752977;1.7598316e-08;52;201;-;;['A_superior_segmental_L_2085'];[]
T_perforator_ORG14_T29_L_2031;1872;1919;0.439023058443;0.02539;0.02539;1;40;1;4099488.24752977;1.7598316e-08;52;201;-;;['A_renal_anterior_branch_L_1996'];[]
T_perforator_ORG14_T28_L_2032;1920;1921;0.395257838356;0.02539;0.02539;1;40;1;4099488.24752977;1.7598316e-08;52;201;-;;['T_posterior_segmental_branch_1_ORG14_T15_L_2049'];[]
T_perforator_ORG14_T27_L_2033;1922;1923;0.340936911934;0.02539;0.02539;1;40;1;4099488.24752977;1.7598316e-08;52;201;-;;['T_posterior_segmental_branch_1_ORG14_T15_L_2048'];[]
T_perforator_ORG14_T26_L_2034;1924;1925;0.391006135072;0.02539;0.02539;1;40;1;4099488.24752977;1.7598316e-08;52;201;-;;['T_posterior_segmental_branch_1_ORG14_T15_L_2047'];[]
T_perforator_ORG14_T25_L_2035;1926;1927;0.424047722187;0.02539;0.02539;1;40;1;4099488.24752977;1.7598316e-08;52;201;-;;['T_posterior_segmental_branch_2_ORG14_T16_L_2090'];[]
T_perforator_ORG14_T24_L_2036;1928;1929;0.335446108554;0.02539;0.02539;1;40;1;4099488.24752977;1.7598316e-08;52;201;-;;['T_posterior_segmental_branch_2_ORG14_T16_L_2089'];[]
T_perforator_ORG14_T23_L_2037;1930;1931;0.360222884931;0.02539;0.02539;1;40;1;4099488.24752977;1.7598316e-08;52;201;-;;['T_posterior_segmental_branch_2_ORG14_T16_L_2088'];[]
T_perforator_ORG14_T22_L_2038;1932;1933;0.321322764721;0.02539;0.02539;1;40;1;4099488.24752977;1.7598316e-08;52;201;-;;['T_posterior_segmental_branch_2_ORG14_T16_L_2087'];[]
T_perforator_ORG14_T21_L_2039;1885;1934;0.396973577533;0.02539;0.02539;1;40;1;4099488.24752977;1.7598316e-08;52;201;-;;['A_renal_posterior_branch_L_2007'];[]
T_perforator_ORG14_T49_L_2040;1935;1936;0.600612240315;0.02539;0.02539;1;40;1;4099488.24752977;1.7598316e-08;52;201;-;;['A_anterior_inferior_segmental_L_2075'];[]
T_perforator_ORG14_T19_L_2041;1883;1937;0.555429567432;0.02539;0.02539;1;40;1;4099488.24752977;1.7598316e-08;52;201;-;;['A_renal_posterior_branch_L_2005'];[]
T_perforator_ORG14_T18_L_2042;1882;1938;0.542691031913;0.02539;0.02539;1;40;1;4099488.24752977;1.7598316e-08;52;201;-;;['A_renal_posterior_branch_L_2004'];[]
T_perforator_ORG14_T42_L_2043;1939;1940;0.362324522504;0.02539;0.02539;1;40;1;4099488.24752977;1.7598316e-08;52;201;-;;['A_interlobar_2_L_2067'];[]
T_perforator_ORG14_T43_L_2044;1894;1941;0.40207856257;0.02539;0.02539;1;40;1;4099488.24752977;1.7598316e-08;52;201;-;;['A_inferior_segmental_L_2017'];[]
T_perforator_ORG14_T44_L_2045;1893;1942;0.40440873003;0.02539;0.02539;1;40;1;4099488.24752977;1.7598316e-08;52;201;-;;['A_inferior_segmental_L_2016'];[]
T_perforator_ORG14_T45_L_2046;1891;1943;0.381704975468;0.02539;0.02539;1;40;1;4099488.24752977;1.7598316e-08;52;201;-;;['A_inferior_segmental_L_2014'];[]
T_posterior_segmental_branch_1_ORG14_T15_L_2047;1886;1924;0.272223467523;0.123991;0.123991;1;40;1;-;-;-;-;-;;['A_renal_posterior_branch_L_2008'];['T_perforator_ORG14_T26_L_2034', 'T_posterior_segmental_branch_1_ORG14_T15_L_2048']
T_posterior_segmental_branch_1_ORG14_T15_L_2048;1924;1922;0.478099895041;0.123991;0.123991;1;40;1;-;-;-;-;-;;['T_posterior_segmental_branch_1_ORG14_T15_L_2047'];['T_perforator_ORG14_T27_L_2033', 'T_posterior_segmental_branch_1_ORG14_T15_L_2049']
T_posterior_segmental_branch_1_ORG14_T15_L_2049;1922;1920;0.409985259923;0.123991;0.123991;1;40;1;-;-;-;-;-;;['T_posterior_segmental_branch_1_ORG14_T15_L_2048'];['T_perforator_ORG14_T28_L_2032', 'T_posterior_segmental_branch_1_ORG14_T15_L_2050']
T_posterior_segmental_branch_1_ORG14_T15_L_2050;1920;1944;0.478873411769;0.123991;0.123991;1;40;-1;35200.3725867948;2.049526343e-06;52;201;-;;['T_posterior_segmental_branch_1_ORG14_T15_L_2049'];[]
P_arcuate_12_ORG14_T3_L_2051;1880;1945;1.24978446122;0.01436;0.01436;1;40;1;22659714.2350496;3.183804e-09;52;201;-;;[];[]
T_perforator_ORG14_T46_L_2052;1890;1946;0.453426665762;0.02539;0.02539;1;40;1;4099488.24752977;1.7598316e-08;52;201;-;;['A_inferior_segmental_L_2013'];[]
P_arcuate_11_ORG14_T2_L_2053;1947;1948;1.83397880652;0.01436;0.01436;1;40;1;22659714.2350496;3.183804e-09;52;201;-;;['A_interlobar_3_L_2074'];[]
P_arcuate_10_ORG14_T1_L_2054;1947;1949;1.80605103404;0.01436;0.01436;1;40;1;22659714.2350496;3.183804e-09;52;201;-;;['A_interlobar_3_L_2074'];[]
P_arcuate_9_ORG14_T14_L_2055;1950;1951;1.77624498834;0.01436;0.01436;1;40;1;22659714.2350496;3.183804e-09;52;201;-;;['A_anterior_inferior_segmental_L_2076'];[]
P_arcuate_8_ORG14_T13_L_2056;1950;1952;1.84936800734;0.01436;0.01436;1;40;1;22659714.2350496;3.183804e-09;52;201;-;;['A_anterior_inferior_segmental_L_2076'];[]
P_arcuate_1_ORG14_T6_L_2057;1953;1954;2.05492086647;0.01436;0.01436;1;40;1;22659714.2350496;3.183804e-09;52;201;-;;['A_superior_segmental_L_2079'];[]
T_perforator_ORG14_T48_L_2058;1888;1955;0.457601430704;0.02539;0.02539;1;40;1;4099488.24752977;1.7598316e-08;52;201;-;;['A_inferior_segmental_L_2010'];[]
P_arcuate_5_ORG14_T10_L_2059;1956;1957;1.99108382908;0.01436;0.01436;1;40;1;22659714.2350496;3.183804e-09;52;201;-;;['A_interlobar_1_L_2065'];[]
P_arcuate_4_ORG14_T9_L_2060;1956;1958;1.82073895996;0.01436;0.01436;1;40;1;22659714.2350496;3.183804e-09;52;201;-;;['A_interlobar_1_L_2065'];[]
P_arcuate_3_ORG14_T8_L_2061;1959;1960;1.60522089603;0.01436;0.01436;1;40;1;22659714.2350496;3.183804e-09;52;201;-;;[];[]
P_arcuate_2_ORG14_T7_L_2062;1959;1961;1.27846153873;0.01436;0.01436;1;40;1;22659714.2350496;3.183804e-09;52;201;-;;[];[]
A_interlobar_1_L_2063;1962;1899;0.356986134568;0.054;0.054;1;40;1;-;-;-;-;-;;['A_anterior_superior_segmental_L_2072'];['T_perforator_ORG14_T39_L_2021', 'A_interlobar_1_L_2064']
A_interlobar_1_L_2064;1899;1897;0.32954050711;0.054;0.054;1;40;1;-;-;-;-;-;;['A_interlobar_1_L_2063'];['T_perforator_ORG14_T40_L_2020', 'A_interlobar_1_L_2065']
A_interlobar_1_L_2065;1897;1956;0.659450167048;0.054;0.054;1;40;1;-;-;-;-;-;;['A_interlobar_1_L_2064'];['P_arcuate_5_ORG14_T10_L_2059', 'P_arcuate_4_ORG14_T9_L_2060']
A_interlobar_2_L_2066;1962;1895;0.315172653713;0.054;0.054;1;40;1;-;-;-;-;-;;['A_anterior_superior_segmental_L_2072'];['T_perforator_ORG14_T41_L_2019', 'A_interlobar_2_L_2067']
A_interlobar_2_L_2067;1895;1939;0.420570979292;0.054;0.054;1;40;1;-;-;-;-;-;;['A_interlobar_2_L_2066'];['T_perforator_ORG14_T42_L_2043', 'A_interlobar_2_L_2068']
A_interlobar_2_L_2068;1939;1878;0.36506054976;0.054;0.054;1;40;1;-;-;-;-;-;;['A_interlobar_2_L_2067'];['P_arcuate_6_ORG14_T11_L_2002', 'P_arcuate_7_ORG14_T12_L_2092']
A_anterior_superior_segmental_L_2069;1963;1905;0.158091344471;0.149804;0.149804;1;40;1;-;-;-;-;-;;['A_superior_segmental_L_2083'];['T_perforator_ORG14_T36_L_2024', 'A_anterior_superior_segmental_L_2070']
A_anterior_superior_segmental_L_2070;1905;1903;0.294308434699;0.149804;0.149804;1;40;1;-;-;-;-;-;;['A_anterior_superior_segmental_L_2069'];['T_perforator_ORG14_T37_L_2023', 'A_anterior_superior_segmental_L_2071']
A_anterior_superior_segmental_L_2071;1903;1901;0.238234767945;0.149804;0.149804;1;40;1;-;-;-;-;-;;['A_anterior_superior_segmental_L_2070'];['T_perforator_ORG14_T38_L_2022', 'A_anterior_superior_segmental_L_2072']
A_anterior_superior_segmental_L_2072;1901;1962;0.246171555615;0.149804;0.149804;1;40;-1;-;-;-;-;-;;['A_anterior_superior_segmental_L_2071'];['A_interlobar_1_L_2063', 'A_interlobar_2_L_2066']
A_interlobar_3_L_2073;1889;1964;0.615170712544;0.054;0.054;1;40;-1;-;-;-;-;-;;['A_inferior_segmental_L_2012'];['A_interlobar_3_L_2074', 'T_perforator_ORG14_T47_L_2077']
A_interlobar_3_L_2074;1964;1947;0.671887286876;0.054;0.054;1;40;1;-;-;-;-;-;;['A_interlobar_3_L_2073'];['P_arcuate_11_ORG14_T2_L_2053', 'P_arcuate_10_ORG14_T1_L_2054']
A_anterior_inferior_segmental_L_2075;1892;1935;0.780247616518;0.192732;0.192732;1;40;1;-;-;-;-;-;;['A_inferior_segmental_L_2015'];['T_perforator_ORG14_T49_L_2040', 'A_anterior_inferior_segmental_L_2076']
A_anterior_inferior_segmental_L_2076;1935;1950;1.55027816918;0.192732;0.192732;1;40;1;-;-;-;-;-;;['A_anterior_inferior_segmental_L_2075'];['P_arcuate_9_ORG14_T14_L_2055', 'P_arcuate_8_ORG14_T13_L_2056']
T_perforator_ORG14_T47_L_2077;1964;1965;0.699215742415;0.02539;0.02539;1;40;1;4099488.24752977;1.7598316e-08;52;201;-;;['A_interlobar_3_L_2073'];[]
A_superior_segmental_L_2078;1959;1907;0.33987444399;0.192732;0.192732;1;40;1;-;-;-;-;-;;[];['T_perforator_ORG14_T35_L_2025', 'A_superior_segmental_L_2079']
A_superior_segmental_L_2079;1907;1953;0.501276559187;0.192732;0.192732;1;40;1;-;-;-;-;-;;['A_superior_segmental_L_2078'];['P_arcuate_1_ORG14_T6_L_2057', 'A_superior_segmental_L_2080']
A_superior_segmental_L_2080;1953;1909;0.466399310561;0.192732;0.192732;1;40;1;-;-;-;-;-;;['A_superior_segmental_L_2079'];['T_perforator_ORG14_T34_L_2026', 'A_superior_segmental_L_2081']
A_superior_segmental_L_2081;1909;1911;0.246137155244;0.192732;0.192732;1;40;1;-;-;-;-;-;;['A_superior_segmental_L_2080'];['T_perforator_ORG14_T33_L_2027', 'A_superior_segmental_L_2082']
A_superior_segmental_L_2082;1911;1913;0.303851723947;0.192732;0.192732;1;40;1;-;-;-;-;-;;['A_superior_segmental_L_2081'];['T_perforator_ORG14_T32_L_2028', 'A_superior_segmental_L_2083']
A_superior_segmental_L_2083;1913;1963;0.2814066971;0.192732;0.192732;1;40;-1;-;-;-;-;-;;['A_superior_segmental_L_2082'];['A_anterior_superior_segmental_L_2069', 'A_superior_segmental_L_2084']
A_superior_segmental_L_2084;1963;1915;0.316947944821;0.192732;0.192732;1;40;1;-;-;-;-;-;;['A_superior_segmental_L_2083'];['T_perforator_ORG14_T31_L_2029', 'A_superior_segmental_L_2085']
A_superior_segmental_L_2085;1915;1917;0.305980440269;0.192732;0.192732;1;40;1;-;-;-;-;-;;['A_superior_segmental_L_2084'];['T_perforator_ORG14_T30_L_2030', 'A_superior_segmental_L_2086']
A_superior_segmental_L_2086;1917;1871;0.210776559201;0.192732;0.192732;1;40;-1;-;-;-;-;-;;['A_superior_segmental_L_2085'];['A_renal_anterior_branch_L_1996']
T_posterior_segmental_branch_2_ORG14_T16_L_2087;1886;1932;0.264800637081;0.123991;0.123991;1;40;1;-;-;-;-;-;;['A_renal_posterior_branch_L_2008'];['T_perforator_ORG14_T22_L_2038', 'T_posterior_segmental_branch_2_ORG14_T16_L_2088']
T_posterior_segmental_branch_2_ORG14_T16_L_2088;1932;1930;0.382156232194;0.123991;0.123991;1;40;1;-;-;-;-;-;;['T_posterior_segmental_branch_2_ORG14_T16_L_2087'];['T_perforator_ORG14_T23_L_2037', 'T_posterior_segmental_branch_2_ORG14_T16_L_2089']
T_posterior_segmental_branch_2_ORG14_T16_L_2089;1930;1928;0.429669220426;0.123991;0.123991;1;40;1;-;-;-;-;-;;['T_posterior_segmental_branch_2_ORG14_T16_L_2088'];['T_perforator_ORG14_T24_L_2036', 'T_posterior_segmental_branch_2_ORG14_T16_L_2090']
T_posterior_segmental_branch_2_ORG14_T16_L_2090;1928;1926;0.46081498202;0.123991;0.123991;1;40;1;-;-;-;-;-;;['T_posterior_segmental_branch_2_ORG14_T16_L_2089'];['T_perforator_ORG14_T25_L_2035', 'T_posterior_segmental_branch_2_ORG14_T16_L_2091']
T_posterior_segmental_branch_2_ORG14_T16_L_2091;1926;1966;0.499935366271;0.123991;0.123991;1;40;-1;35200.3725867948;2.049526343e-06;52;201;-;;['T_posterior_segmental_branch_2_ORG14_T16_L_2090'];[]
P_arcuate_7_ORG14_T12_L_2092;1878;1967;1.67564627274;0.01436;0.01436;1;40;1;22659714.2350496;3.183804e-09;52;201;-;;['A_interlobar_2_L_2068'];[]
